[literature] bookID;title;authors;average_rating;language_code;  num_pages;ratings_count;publication_date;publisher  # header
[colleges] Wayne State University;656 West Kirby Street;Detroit;MI;48202;(313) 577-2424;35830;Wayne;42.35861;-83.072864;Colleges, Universities, and Professional Schools;www.wayne.edu
[colleges] Georgia State University;33 gilmer st;Atlanta;GA;30303;(404) 413-2000;35693;Fulton;33.7527;-84.38667;Colleges, Universities, and Professional Schools;www.gsu.edu
[colleges] University of Georgia;Administration Building;Athens;GA;30602;(706) 542-3000;44487;Clarke;33.937727;-83.37143;Colleges, Universities, and Professional Schools;www.uga.edu
[colleges] West Shore Community College;3000 N Stiles Rd;Scottville;MI;49454;(231) 845-6211;1625;Mason;44.008857;-86.337502;Junior Colleges;www.westshore.edu
[colleges] Gwinnett College-Lilburn;4230 Hwy 29 Ste 11;Lilburn;GA;30047;(770) 381-7200;402;Gwinnett;33.901271;-84.121874;Junior Colleges;www.gwinnettcollege.edu
[colleges] Academy College;1101 E. 78th Street, Suite 100;Minneapolis;MN;55420;(952) 851-0066;211;Hennepin;44.861452;-93.259384;Colleges, Universities, and Professional Schools;www.academycollege.edu
[colleges] Gwinnett Technical College;5150 Sugarloaf Parkway;Lawrenceville;GA;30043;(770) 962-7580;7435;Gwinnett;33.962763;-84.066224;Junior Colleges;www.GwinnettTech.edu
[colleges] Middle Georgia Technical College;80 Cohen Walker Dr;Warner Robins;GA;31088;(478) 988-6800;3835;Houston;32.545733;-83.667983;Junior Colleges;www.middlegatech.edu
[colleges] Alexandria Technical & Community College;1601 Jefferson Streeet;Alexandria;MN;56308;(320) 762-0221;3210;Douglas;45.868592;-95.371579;Junior Colleges;www.alextech.edu
[colleges] Kennesaw State University;1000 Chastain Rd;Kennesaw;GA;30144;(770) 423-6000;27498;Cobb;34.03629;-84.58083;Colleges, Universities, and Professional Schools;www.kennesaw.edu
[colleges] American Indian OIC Inc;1845 E. Franklin Ave;Minneapolis;MN;55404;(612) 341-3358 ext 100;229;Hennepin;44.961993;-93.246166;Other Technical and Trade Schools;www.aioic.org
[colleges] Anoka Technical College;1355 Highway 10 West;Anoka;MN;55303;(763) 576-4700;2357;Anoka;45.216331;-93.415955;Junior Colleges;www.anokatech.edu
[colleges] LaGrange College;601 Broad Street;Lagrange;GA;30240;(706) 880-8000;1113;Troup;33.039208;-85.043604;Colleges, Universities, and Professional Schools;www.lagrange.edu
[colleges] Bethel University;3900 Bethel Dr;Saint Paul;MN;55112;(651) 638-6400;5356;Ramsey;45.057835;-93.160366;Colleges, Universities, and Professional Schools;www.bethel.edu
[colleges] Lanier Technical College;2990 Landrum Education Dr;Oakwood;GA;30566;(770) 531-6300;3907;Hall;34.235819;-83.864094;Junior Colleges;www.laniertech.edu
[colleges] Chattahoochee Technical College;980 S Cobb Drive Dr SE;Marietta;GA;30060;(770) 975-4064;12625;Cobb;33.929093;-84.552492;Junior Colleges;www.chattahoocheetech.edu
[colleges] Bethel Seminary-St. Paul;3949 Bethel Dr;Saint Paul;MN;55112;(651) 638-6180;682;Ramsey;45.057904;-93.160492;Colleges, Universities, and Professional Schools;www.bethel.edu
[colleges] Herzing University-Atlanta;3393 Peachtree Road, Suite 1003;Atlanta;GA;30326;(404) 816-4533 ext 116;530;Fulton;33.846627;-84.362635;Colleges, Universities, and Professional Schools;www.herzing.edu
[colleges] North Georgia Technical College;1500 Georgia Hwy 197 N;Clarkesville;GA;30523;(706) 754-7700;2718;Habersham;34.63853;-83.529592;Junior Colleges;www.northgatech.edu
[colleges] Portfolio Center;125 Bennett St NW;Atlanta;GA;30309;(404) 351-5055;104;Fulton;33.812116;-84.396182;Other Technical and Trade Schools;www.portfoliocenter.edu
[colleges] Carleton College;One North College Street;Northfield;MN;55057;(507) 222-4000;2826;Rice;44.462304;-93.154662;Colleges, Universities, and Professional Schools;www.carleton.edu
[colleges] Reinhardt University;7300 Reinhardt Circle;Waleska;GA;30183;(770) 720-5600;1625;Cherokee;34.318874;-84.554657;Colleges, Universities, and Professional Schools;www.reinhardt.edu
[colleges] Concordia University-Saint Paul;1282 Concordia Ave;Saint Paul;MN;55104;(651) 641-8278;3515;Ramsey;44.949759;-93.154861;Colleges, Universities, and Professional Schools;www.csp.edu
[colleges] Savannah College of Art and Design;342 Bull St;Savannah;GA;31402;(912) 525-5000;12037;Chatham;32.077439;-81.100234;Colleges, Universities, and Professional Schools;www.scad.edu
[colleges] South Georgia Technical College;900 South GA Tech Parkway;Americus;GA;31709;(229) 931-2394;2269;Sumter;32.116663;-84.188321;Junior Colleges;www.southgatech.edu
[colleges] Dakota County Technical College;1300  145th Street East;Rosemount;MN;55068;(651) 423-8301;3567;Dakota;44.737466;-93.077972;Junior Colleges;www.dctc.edu/
[colleges] The Creative Circus;812 Lambert Dr;Atlanta;GA;30324;(404) 477-6701;434;Fulton;33.813156;-84.361989;Other Technical and Trade Schools;www.creativecircus.edu
[colleges] Southwest Georgia Technical College;15689 US Hwy 19 North;Thomasville;GA;31792;(229) 225-4096;1856;Thomas;30.863799;-83.9514;Junior Colleges;www.southwestgatech.edu/
[colleges] Cosmetology Careers Unlimited-Duluth;121 W Superior St;Duluth;MN;55802;(218) 722-7484;47;St. Louis;46.785498;-92.100427;Cosmetology and Barber Schools;www.coscareers.com
[colleges] Duluth Business University;4724 Mike Colalillo Drive;Dultuh;MN;55807;(218) 722-4000;326;St. Louis;46.742888;-92.157379;Junior Colleges;www.dbumn.edu
[colleges] Minnesota State Community and Technical College;1414 College Way;Fergus Falls;MN;56537;(218) 736-1500;7354;Otter Tail;46.287389;-96.096366;Junior Colleges;www.minnesota.edu
[colleges] Globe University-Woodbury;8089 Globe Drive;Woodbury;MN;55125;(651) 332-8000;1307;Washington;44.946656;-92.941145;Colleges, Universities, and Professional Schools;www.globeuniversity.edu
[colleges] Minnesota West Community and Technical College;1593 11th Ave;Granite Falls;MN;56241;(320) 564-4511;3523;Yellow Medicine;44.80755;-95.561709;Junior Colleges;www.mnwest.edu
[colleges] Gustavus Adolphus College;800 West College Avenue;Saint Peter;MN;56082;(507) 933-8000;3223;Nicollet;44.324968;-93.971928;Colleges, Universities, and Professional Schools;WWW.GUSTAVUS.EDU
[colleges] Hamline University;1536 Hewitt Avenue;Saint Paul;MN;55104;(651) 523-2800;5480;Ramsey;44.965696;-93.163983;Colleges, Universities, and Professional Schools;www.hamline.edu
[colleges] Hazelden Graduate School of Addiction Studies;15251 Pleasant Valley Rd;Center City;MN;55012;(651) 213-7800;112;Chisago;45.377896;-92.796687;Colleges, Universities, and Professional Schools;www.hazelden.edu
[colleges] Hennepin Technical College;9000 Brooklyn Blvd;Brooklyn Park;MN;55445;(952) 995-1300;7049;Hennepin;45.096534;-93.397755;Junior Colleges;www.hennepintech.edu
[colleges] Cosmetology Careers Unlimited-Hibbing;2534 E. Beltline;Hibbing;MN;55746;(218) 263-8354;39;St. Louis;47.41989;-92.923517;Cosmetology and Barber Schools;www.coscareers.com
[colleges] Aveda Institute-Minneapolis;400 Central Ave SE;Minneapolis;MN;55414;(612) 378-7401;496;Hennepin;44.987863;-93.253702;Cosmetology and Barber Schools;aveda.edu/
[colleges] The Art Institutes International-Minnesota;15 S 9th Street, LaSalle Building;Minneapolis;MN;55402;(612) 332-3361;1652;Hennepin;44.975881;-93.276514;Colleges, Universities, and Professional Schools;www.aim.artinstitutes.edu
[colleges] South Central College;1920 Lee Blvd;North Mankato;MN;56003;(507) 389-7200;4246;Nicollet;44.174326;-94.04741;Junior Colleges;www.southcentral.edu
[colleges] Minnesota State University-Mankato;South Rd and Ellis Ave;Mankato;MN;56001;(507) 389-1866;17028;Blue Earth;44.147253;-93.998494;Colleges, Universities, and Professional Schools;www.mnsu.edu
[colleges] Mayo School of Health Sciences;200 First St SW;Rochester;MN;55905;(507) 284-3678;464;Olmsted;44.022784;-92.466645;Colleges, Universities, and Professional Schools;www.mayo.edu/mshs/
[colleges] Argosy University-Twin Cities;1515 Central Parkway;Eagan;MN;55121;(651) 846-2882;2206;Dakota;44.837284;-93.173871;Colleges, Universities, and Professional Schools;www.argosy.edu/twincities/
[colleges] Mesabi Range Community and Technical College;1001 Chestnut St W;Virginia;MN;55792;(218) 741-3095;1578;St. Louis;47.524554;-92.549088;Junior Colleges;www.mesabirange.edu
[colleges] Young Harris College;1 College Street;Young Harris;GA;30582;(706) 379-3111;1281;Towns;34.93316;-83.847765;Junior Colleges;www.yhc.edu
[colleges] Heald College-Honolulu;1500 Kapiolani Blvd;Honolulu;HI;96814;(808) 955-1500;1951;Honolulu;21.293024;-157.841404;Junior Colleges;www.heald.edu/locations/honolulu
[colleges] Leeward Community College;96-045 Ala Ike;Pearl City;HI;96782;(808) 455-0011;8409;Honolulu;21.392802;-157.985099;Junior Colleges;www.leeward.hawaii.edu
[colleges] University of Hawaii Maui College;310 Kaahumanu Ave;Kahului;HI;96732;(808) 984-3500;4789;Maui;20.890561;-156.479854;Junior Colleges;maui.hawaii.edu
[colleges] Med-Assist School of Hawaii Inc;33 S King Ste 223;Honolulu;HI;96813;(808) 524-3363;132;Honolulu;21.310091;-157.862651;Other Technical and Trade Schools;www.mash.edu/
[colleges] World Medicine Institute;1073 Hind Iuka Drive;Honolulu;HI;96821;(808) 228-8888;68;Honolulu;21.296439;-157.754719;Colleges, Universities, and Professional Schools;www.worldmedicineinstitute.com
[colleges] Travel Institute of the Pacific;1314 S King St Ste 1164;Honolulu;HI;96814;(808) 591-2708;205;Honolulu;21.299035;-157.84134;Other Technical and Trade Schools;WWW.TIPHAWAII.COM
[colleges] University of Hawaii System Office;2444 Dole St;Honolulu;HI;96822;(808) 956-8111;464;Honolulu;21.299293;-157.817258;Educational Support Services/Closed;www.hawaii.edu
[colleges] University of Hawaii-West Oahu;91-1001 Farrington Highway;Kapolei;HI;96707;(808) 689-2800;2183;Honolulu;21.3926;-157.982095;Colleges, Universities, and Professional Schools;westoahu.hawaii.edu
[colleges] Carrington College-Boise;1122 North Liberty Street;Boise;ID;83704;(208) 377-8080;635;Ada;43.615935;-116.260571;Junior Colleges;www.carrington.edu
[colleges] Boise State University;1910 University Dr;Boise;ID;83725;(208) 426-1011;25367;Ada;43.604403;-116.205789;Colleges, Universities, and Professional Schools;www.boisestate.edu
[colleges] Eastern Idaho Technical College;1600 S 25th E;Idaho Falls;ID;83404;(208) 524-3000 ext 3371;1076;Bonneville;43.485952;-111.985478;Junior Colleges;www.eitc.edu
[colleges] Idaho State University;921 S 8th Ave;Pocatello;ID;83209;(208) 282-2700;14251;Bannock;42.864108;-112.429084;Colleges, Universities, and Professional Schools;www.isu.edu/
[colleges] University of Minnesota-Twin Cities;100 Church Street SE;Minneapolis;MN;55455;(612) 625-5000;69343;Hennepin;44.977886;-93.235352;Colleges, Universities, and Professional Schools;www1.umn.edu/twincities/index.php
[colleges] University of Idaho;875 Perimeter Drive;Moscow;ID;83844;(888) 884-3246;14969;Latah;46.726894;-117.024296;Colleges, Universities, and Professional Schools;www.uidaho.edu
[colleges] Minneapolis Community and Technical College;1501 Hennepin Ave;Minneapolis;MN;55403;(612) 659-6000;10858;Hennepin;44.972672;-93.284489;Junior Colleges;www.minneapolis.edu
[colleges] Joseph Charles Institute;586 Blue Lakes Blvd N;Twin Falls;ID;83301;(208) 733-7777;59;Twin Falls;42.572495;-114.460041;Cosmetology and Barber Schools;NOT AVAILABLE
[colleges] Herzing University-Minneapolis;5700 W Broadway;Minneapolis;MN;55428;(763) 535-3000;417;Hennepin;45.056273;-93.366498;Colleges, Universities, and Professional Schools;www.herzing.edu
[colleges] Mr Leons School of Hair Design-Moscow;618 S Main St;Moscow;ID;83843;(208) 882-2923;27;Latah;46.729532;-117.001162;Cosmetology and Barber Schools;mrleons.com
[colleges] Minnesota School of Cosmetology;1750 WEIR DRIVE;WOODBURY;MN;55125;(651) 287-2180;216;Washington;44.92512;-92.973902;Cosmetology and Barber Schools;www.msccollege.edu
[colleges] The School of Hairstyling;141 East Chubbuck Road;Chubbuck;ID;83202;(208) 232-9170;66;Bannock;42.919964;-112.464554;Cosmetology and Barber Schools;www.theschoolofhairstyling.com
[colleges] Crossroads College;920 Mayowood Road SW;Rochester;MN;55902;(507) 288-4563;194;Olmsted;43.997064;-92.476297;Colleges, Universities, and Professional Schools;www.crossroadscollege.edu
[colleges] Brigham Young University-Idaho;525 S Center;Rexburg;ID;83460;(208) 496-1411;24825;Madison;43.815384;-111.784728;Colleges, Universities, and Professional Schools;www.byui.edu
[colleges] University of Minnesota-Duluth;515 Darland Administration Bldg;Duluth;MN;55812;(218) 726-8000;13135;St. Louis;46.818896;-92.085177;Colleges, Universities, and Professional Schools;www.d.umn.edu/
[colleges] Adler School of Professional Psychology;17 North Dearborn Street;Chicago;IL;60602;(312) 662-4000;1150;Cook;41.886628;-87.625655;Colleges, Universities, and Professional Schools;www.adler.edu
[colleges] University of Minnesota-Morris;309 Behmler Hall;Morris;MN;56267;(320) 589-6035;2321;Stevens;45.589829;-95.901756;Colleges, Universities, and Professional Schools;www.morris.umn.edu/
[colleges] Alvareitas College of Cosmetology-Edwardsville;333 South Kansas St;Edwardsville;IL;62025;(618) 656-2593;60;Madison;38.807215;-89.953336;Cosmetology and Barber Schools;www.alvareita.com
[colleges] Minnesota School of Business-Richfield;1401 W 76 St;Richfield;MN;55423;(612) 861-2000;1526;Hennepin;44.865436;-93.297366;Colleges, Universities, and Professional Schools;www.msbcollege.edu
[colleges] Alvareitas College of Cosmetology-Godfrey;3048 Godfrey Rd;Godfrey;IL;62035;(618) 466-8952;46;Madison;38.927728;-90.191309;Cosmetology and Barber Schools;www.alvareita.com
[colleges] North Hennepin Community College;7411 85th Ave N;Brooklyn Park;MN;55445;(763) 424-0702;8149;Hennepin;45.107408;-93.373662;Junior Colleges;www.nhcc.edu
[colleges] American Academy of Art;332 S Michigan Ave;Chicago;IL;60604;(312) 461-0600;528;Cook;41.877116;-87.624805;Colleges, Universities, and Professional Schools;www.aaart.edu
[colleges] National American University-Roseville;1550 West Highway 36;Roseville;MN;55113;(651) 855-6300;578;Ramsey;45.009683;-93.170514;Colleges, Universities, and Professional Schools;www.national.edu
[colleges] Paul Mitchell the school-Bradley Campus;1600 N. State Rt. 50 Room 522;Bourbonnais;IL;60914;(815) 932-5049;411;Kankakee;41.173619;-87.847304;Cosmetology and Barber Schools;www.bradley.paulmitchell.edu
[colleges] Brown College-Mendota Heights;1345 Mendota Heights Road;Mendota Heights;MN;55120;(651) 905-3400;410;Dakota;44.862589;-93.171597;Colleges, Universities, and Professional Schools;www.browncollege.edu
[colleges] Cannella School of Hair Design-Chicago;9012 S Commercial;Chicago;IL;60617;(773) 221-4700;83;Cook;41.731381;-87.551622;Cosmetology and Barber Schools;cannellabeautyschools.com
[colleges] Northland Community and Technical College;1101 Hwy One East;Thief River Falls;MN;56701;(218) 683-8800;4313;Pennington;48.124955;-96.162362;Junior Colleges;www.northlandcollege.edu
[colleges] Cannella School of Hair Design-Chicago;4269 S Archer Ave;Chicago;IL;60632;(773) 890-0412;136;Cook;41.815699;-87.701239;Cosmetology and Barber Schools;cannellabeautyschools.com
[colleges] Northwest Technical Institute;950 Blue Gentian Road Suite#500;Eagan;MN;55121;(651) 332-8000 ext 0;36;Dakota;44.860069;-93.135086;Junior Colleges;www.nti.edu
[colleges] Capri Beauty College;2653 W. 63rd Street;Chicago;IL;60629;(773) 778-0882;100;Cook;41.778957;-87.690557;Cosmetology and Barber Schools;capri.edu
[colleges] Northwestern Health Sciences University;2501 W 84th St;Bloomington;MN;55431;(952) 888-4777;1155;Hennepin;44.85097;-93.311218;Colleges, Universities, and Professional Schools;www.nwhealth.edu/
[colleges] Carl Sandburg College;2400 Tom L. Wilson Boulevard;Galesburg;IL;61401;(309) 344-2518;2858;Knox;40.98128;-90.408203;Junior Colleges;www.sandburg.edu
[colleges] Regency Beauty Institute-Burnsville;14350 Buck Hill Road;Burnsville;MN;55306;(800) 787-6456;108;Dakota;44.744157;-93.28904;Cosmetology and Barber Schools;www.regencybeauty.com
[colleges] Brown Mackie College-Michigan City;325 E US Hwy 20;Michigan City;IN;46360;(219) 877-3100;398;LaPorte;41.681625;-86.896998;Junior Colleges;www.brownmackie.edu
[colleges] The Chicago School of Professional Psychology at Chicago;325 N Wells Street;Chicago;IL;60654;(312) 329-6600;3024;Cook;41.888293;-87.63379;Colleges, Universities, and Professional Schools;www.thechicagoschool.edu
[colleges] St. Cloud Technical and Community College;1540 Northway Drive;Saint Cloud;MN;56303;(320) 308-5000;5135;Stearns;45.578527;-94.175481;Junior Colleges;www.sctcc.edu
[colleges] Empire Beauty School-Indianapolis;3810 E Southport Rd.;Indianapolis;IN;46237;(800) 920-4593;233;Marion;39.666467;-86.100614;Cosmetology and Barber Schools;www.empire.edu
[colleges] University of Chicago;5801 S Ellis Ave;Chicago;IL;60637;(773) 702-1234;26370;Cook;41.790146;-87.600922;Colleges, Universities, and Professional Schools;WWW.UCHICAGO.EDU
[colleges] Marian University;3200 Cold Spring Rd;Indianapolis;IN;46222;(317) 955-6000;3091;Marion;39.81534;-86.204599;Colleges, Universities, and Professional Schools;www.marian.edu
[colleges] City Colleges of Chicago-Kennedy-King College;6301 S Halsted St;Chicago;IL;60621;(773) 602-5000;6931;Cook;41.780253;-87.643425;Junior Colleges;www.ccc.edu/colleges/kennedy/pages/default.aspx
[colleges] Martin University;2171 Avondale Place;Indianapolis;IN;46218;(317) 543-3235;810;Marion;39.798626;-86.104631;Colleges, Universities, and Professional Schools;www.martin.edu
[colleges] City Colleges of Chicago-Malcolm X College;1900 W Van Buren;Chicago;IL;60612;(312) 850-7000;7108;Cook;41.876942;-87.674126;Junior Colleges;www.ccc.edu/colleges/malcolm-x/pages/default.aspx
[colleges] Merrillville Beauty College;48 W 67th Pl;Merrillville;IN;46410;(219) 769-2232;75;Lake;41.496364;-87.336773;Cosmetology and Barber Schools;MerrillvilleBeautyCollege.com
[colleges] Concordia University-Chicago;7400 Augusta;River Forest;IL;60305;(708) 771-8300;6113;Cook;41.898574;-87.810009;Colleges, Universities, and Professional Schools;www.cuchicago.edu
[colleges] Brown Mackie College-South Bend;3454 Douglas Rd.;South Bend;IN;46635;(574) 237-0774;741;St. Joseph;41.674867;-86.235668;Junior Colleges;www.brownmackie.edu
[colleges] Coyne College;330 North Green Street;Chicago;IL;60607;(773) 577-8100;968;Cook;41.887808;-87.649026;Junior Colleges;www.coynecollege.edu
[colleges] Mid-America College of Funeral Service;3111 Hamburg Pke;Jeffersonville;IN;47130;(812) 288-8878;79;Clark;38.312014;-85.744577;Colleges, Universities, and Professional Schools;www.mid-america.edu
[colleges] Vees School of Beauty Culture;2701 State St;East Saint Louis;IL;62205;(618) 274-1751;11;St. Clair;38.615275;-90.125289;Cosmetology and Barber Schools;veesschoolofbeauty.com
[colleges] West Michigan College of Barbering and Beauty LLC;3200 South Westnedge Ave;Kalamazoo;MI;49008;(269) 381-4424;125;Kalamazoo;42.259724;-85.590152;Cosmetology and Barber Schools;westmichigancollegeofbarberingandbeauty.com
[colleges] DeVry University-Illinois;3300 N Campbell Ave.;Chicago;IL;60618;(773) 929-8500;34178;Cook;41.94219;-87.69146;Colleges, Universities, and Professional Schools;www.devry.edu
[colleges] University of Notre Dame;400 Main Building;Notre Dame;IN;46556;(574) 631-5000;17667;St. Joseph;41.699587;-86.237075;Colleges, Universities, and Professional Schools;www.nd.edu
[colleges] DeVry University-Administrative Office;3005 Highland Parkway;Downers Grove;IL;60515;(630) 515-7700;383;DuPage;41.858294;-87.954374;Educational Support Services/Closed;www.devry.edu
[colleges] Kaplan College-Indianapolis;7302 Woodland Dr;Indianapolis;IN;46278;(317) 299-6001;389;Marion;39.885267;-86.268129;Junior Colleges;nwindianapolis.kaplancollege.com/Pages/Homepage.aspx
[colleges] Cosmetology & Spa Institute;700 E. Terra Cotta;Crystal Lake;IL;60014;(815) 455-5900 ext 12;161;McHenry;42.24918;-88.294087;Cosmetology and Barber Schools;www.cosmetologyandspainstitute.com
[colleges] Rogers Academy of Hair Design;2903 Mt. Vernon Avenue;Evansville;IN;47712;(812) 429-0110 ext 2;54;Vanderburgh;37.983711;-87.609752;Cosmetology and Barber Schools;rogershairacademy.com
[colleges] Gem City College;700 State St;Quincy;IL;62301;(217) 222-0391;76;Adams;39.926394;-91.404218;Cosmetology and Barber Schools;www.gemcitycollege.com
[colleges] Rose-Hulman Institute of Technology;5500 Wabash Avenue;Terre Haute;IN;47803;(812) 877-1511;2714;Vigo;39.483502;-87.32367;Colleges, Universities, and Professional Schools;www.rose-hulman.edu
[colleges] Graham Hospital School of Nursing;210 W Walnut St;Canton;IL;61520;(309) 647-4086;91;Fulton;40.553159;-90.039206;Other Technical and Trade Schools;grahamschoolofnursing.org
[colleges] Rudae's School of Beauty Culture-Kokomo;208 W Jefferson St;Kokomo;IN;46901;(800) 466-9744;50;Howard;40.491296;-86.132711;Cosmetology and Barber Schools;www.rudaes.com
[colleges] Hair Professionals Academy of Cosmetology;825 B6 Village Quarter Road;West Dundee;IL;60118;(847) 836-5900;226;Kane;42.094047;-88.289103;Cosmetology and Barber Schools;www.gbeautyinstitutes.com
[colleges] University of Saint Francis-Fort Wayne;2701 Spring St;Fort Wayne;IN;46808;(260) 399-7700;2860;Allen;41.087772;-85.173694;Colleges, Universities, and Professional Schools;www.sf.edu
[colleges] Hair Professionals Career College Inc;2245 Gateway Drive;Sycamore;IL;60178;(815) 756-3596;65;DeKalb;41.962221;-88.718145;Cosmetology and Barber Schools;www.hairpros.edu
[colleges] Saint Josephs College;1498 South College Avenue;Rensselaer;IN;47978;(219) 866-6000;1332;Jasper;40.919874;-87.156344;Colleges, Universities, and Professional Schools;www.saintjoe.edu
[colleges] Rosalind Franklin University of Medicine and Science;3333 Green Bay Road;North Chicago;IL;60064;(847) 578-3000;2637;Lake;42.300069;-87.859632;Colleges, Universities, and Professional Schools;www.rosalindfranklin.edu/
[colleges] Saint Mary-of-the-Woods College;1 St Mary of Woods Coll;Saint Mary of the Woods;IN;47876;(812) 535-5151;1192;Vigo;39.510601;-87.460351;Colleges, Universities, and Professional Schools;www.smwc.edu
[colleges] University of Illinois at Chicago;601 S Morgan;Chicago;IL;60607;(312) 996-7000;39893;Cook;41.871837;-87.650503;Colleges, Universities, and Professional Schools;www.uic.edu/index.html/
[colleges] Saint Mary's College;133 LeMans Hall;Notre Dame;IN;46556;(574) 284-4000;1969;St. Joseph;41.708157;-86.258632;Colleges, Universities, and Professional Schools;www.saintmarys.edu
[colleges] Illinois Central College;One College Drive;East Peoria;IL;61635;(309) 694-5422;12358;Tazewell;40.706247;-89.525411;Junior Colleges;www.icc.edu
[colleges] Kaplan College-Hammond;7833 Indianapolis Blvd;Hammond;IN;46324;(219) 844-0100;436;Lake;41.5708;-87.474172;Junior Colleges;hammond.kaplancollege.com/Pages/Homepage.aspx
[colleges] Illinois Valley Community College;815 N Orlando Smith Ave;Oglesby;IL;61348;(815) 224-2720;4364;LaSalle;41.30652;-89.102036;Junior Colleges;www.ivcc.edu
[colleges] Kaplan College-Merrillville;3803 E Lincoln Hwy;Merrillville;IN;46410;(219) 947-8402;0;Lake;41.470216;-87.292584;Junior Colleges;merrillville.kaplancollege.com/Pages/Homepage.aspx
[colleges] Institute for Clinical Social Work;401 South State Street, Suite 822;Chicago;IL;60605;(312) 935-4232;177;Cook;41.875978;-87.627402;Colleges, Universities, and Professional Schools;www.icsw.edu
[colleges] Taylor University;236 W Reade Ave;Upland;IN;46989;(765) 998-2751;2940;Grant;40.458382;-85.496906;Colleges, Universities, and Professional Schools;www.taylor.edu
[colleges] John A Logan College;700 Logan College Road;Carterville;IL;62918;(618) 985-3741;8043;Williamson;37.747453;-89.09021;Junior Colleges;www.jalc.edu
[colleges] Trine University;1 University Ave;Angola;IN;46703;(260) 665-4100;2337;Steuben;41.633389;-85.005696;Colleges, Universities, and Professional Schools;www.trine.edu
[colleges] Joliet Junior College;1215 Houbolt Rd;Joliet;IL;60431;(815) 729-9020;17071;Will;41.500535;-88.180985;Junior Colleges;www.jjc.edu
[colleges] Vincennes Beauty College;12 S Second St;Vincennes;IN;47591;(812) 882-1086;105;Knox;38.679739;-87.532385;Cosmetology and Barber Schools;vincennesbeautycollege.com
[colleges] Kendall College;900 N. North Branch St.;Chicago;IL;60642;(312) 752-2000;2091;Cook;41.898756;-87.648936;Colleges, Universities, and Professional Schools;www.kendall.edu
[colleges] AIB College of Business;2500 Fleur Drive;Des Moines;IA;50321;(515) 244-4221;1089;Polk;41.561953;-93.645694;Colleges, Universities, and Professional Schools;www.aib.edu
[colleges] Educators of Beauty-La Salle;122 Wright St;La Salle;IL;61301;(815) 223-7326;37;LaSalle;41.328509;-89.098246;Cosmetology and Barber Schools;www.educatorsofbeauty.com
[colleges] Buena Vista University;610 W 4th St;Storm Lake;IA;50588;(712) 749-2400;3101;Buena Vista;42.642254;-95.208511;Colleges, Universities, and Professional Schools;www.bvu.edu
[colleges] College of Lake County;19351 W Washington St.;Grayslake;IL;60030;(847) 543-2000;19281;Lake;42.355881;-88.012392;Junior Colleges;WWW.CLCILLINOIS.EDU
[colleges] Capri College-Dubuque;395 Main St;Dubuque;IA;52004;(563) 588-2379 ext 311;156;Dubuque;42.497413;-90.665461;Cosmetology and Barber Schools;www.capricollege.edu
[colleges] Cornell College;600 First St. SW;Mount Vernon;IA;52314;(319) 895-4000;1520;Linn;41.925982;-91.425435;Colleges, Universities, and Professional Schools;www.cornellcollege.edu
[colleges] Lake Forest College;555 N Sheridan Road;Lake Forest;IL;60045;(847) 234-3100;1989;Lake;42.249802;-87.828952;Colleges, Universities, and Professional Schools;www.lakeforest.edu
[colleges] Des Moines Area Community College;2006 Ankeny Blvd;Ankeny;IA;50023;(515) 964-6241;24522;Polk;41.707348;-93.611597;Junior Colleges;www.dmacc.edu
[colleges] Lake Forest Graduate School of Management;1905 W. Field Court;Lake Forest;IL;60045;(847) 234-5005;849;Lake;42.243432;-87.893204;Colleges, Universities, and Professional Schools;www.LFGSM.edu
[colleges] Divine Word College;102 Jacoby Dr SW;Epworth;IA;52045;(563) 876-3353;158;Dubuque;42.441572;-90.934917;Colleges, Universities, and Professional Schools;www.dwci.edu
[colleges] Lake Land College;5001 Lake Land Blvd;Mattoon;IL;61938;(217) 234-5253;7264;Coles;39.418224;-88.381346;Junior Colleges;www.lakeland.cc.il.us
[colleges] Ellsworth Community College;1100 College Ave;Iowa Falls;IA;50126;(800) 322-9235;1181;Hardin;42.527524;-93.265853;Junior Colleges;www.iavalley.edu/ecc/index.html
[colleges] Lincoln Land Community College;5250 Shepherd Rd;Springfield;IL;62794;(217) 786-2200;7894;Sangamon;39.721211;-89.611249;Junior Colleges;www.llcc.edu
[colleges] Faith Baptist Bible College and Theological Seminary;1900 NW 4th St;Ankeny;IA;50023;(515) 964-0601;397;Polk;41.736338;-93.624208;Colleges, Universities, and Professional Schools;www.faith.edu
[colleges] Loyola University Chicago;1032 W. Sheridan Rd;Chicago;IL;60660;(773) 274-3000;19028;Cook;41.999161;-87.657399;Colleges, Universities, and Professional Schools;www.luc.edu
[colleges] Faust Institute of Cosmetology-Storm Lake;1290 N. Lake Avenue;Storm Lake;IA;50588;(712) 732-6570;33;Buena Vista;42.654368;-95.201345;Cosmetology and Barber Schools;www.faustinstitute.com
[colleges] Graceland University-Lamoni;1 University Place;Lamoni;IA;50140;(641) 784-5000;2601;Decatur;40.615966;-93.924893;Colleges, Universities, and Professional Schools;www.graceland.edu
[colleges] Kaplan University-Mason City Campus;Plaza West 2570 4th Street SW;Mason City;IA;50401;(641) 423-2530;237;Cerro Gordo;43.149545;-93.238504;Colleges, Universities, and Professional Schools;masoncity.kaplanuniversity.edu/Pages/Homepage.aspx
